City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches(last 3hrs),Snow inches(last 3hrs)
249,Mahebourg,MU,1/4/2020 21:22,-20.41,57.7,78.01,94,75,6.85,light intensity shower rain,0,0
250,Vyazma,RU,1/4/2020 21:22,55.21,34.3,31.21,83,78,10.27,light snow,0,0
251,Lafia,NG,1/4/2020 21:22,8.5,8.51,74.19,24,9,5.48,clear sky,0,0
252,Imbituba,BR,1/4/2020 21:22,-28.24,-48.67,75.2,83,75,8.05,broken clouds,0,0
253,Arraial Do Cabo,BR,1/4/2020 21:20,-22.97,-42.02,77,94,75,4.7,light rain,0,0
254,Sahuaripa,MX,1/4/2020 21:22,29.05,-109.23,71.17,19,0,2.64,clear sky,0,0
255,Anadyr,RU,1/4/2020 21:22,64.73,177.51,-31,66,0,4.47,clear sky,0,0
256,Inhambane,MZ,1/4/2020 21:22,-23.87,35.38,78.93,80,20,13.56,few clouds,0,0
257,Farah,AF,1/4/2020 21:22,32.37,62.11,48.74,84,100,4.38,light rain,0.44,0
258,Kendari,ID,1/4/2020 21:22,-3.99,122.52,75.11,96,98,4.7,overcast clouds,0,0
259,Rio Gallegos,AR,1/4/2020 21:18,-51.62,-69.22,62.6,33,75,13.87,broken clouds,0,0
260,Puerto Narino,CO,1/4/2020 21:22,-3.77,-70.38,82.4,83,75,8.05,broken clouds,0,0
261,Sao Filipe,CV,1/4/2020 21:22,14.9,-24.5,70.59,77,39,10.83,scattered clouds,0,0
262,Baiquan,CN,1/4/2020 21:22,47.61,126.08,-1.77,98,17,7.31,few clouds,0,0
263,Cochrane,CL,1/4/2020 21:22,-47.25,-72.57,44.73,67,100,6.58,light rain,0.13,0
264,Tabou,CI,1/4/2020 21:22,4.42,-7.36,73.47,62,0,3.13,clear sky,0,0
265,Sao Joao Da Barra,BR,1/4/2020 21:22,-21.64,-41.05,80.6,83,75,6.93,broken clouds,0,0
266,Waterloo,SL,1/4/2020 21:18,8.34,-13.07,80.6,69,0,6.93,haze,0,0
267,Belaya Gora,RU,1/4/2020 21:22,68.54,146.19,-19.44,99,100,1.54,overcast clouds,0,0
268,Manavalakurichi,IN,1/4/2020 21:22,8.13,77.3,78.8,94,75,3.36,mist,0,0
269,Camopi,GF,1/4/2020 21:22,3.17,-52.33,77.7,84,79,4.36,light rain,2.13,0
270,Jonesboro,US,1/4/2020 21:19,35.84,-90.7,48.99,61,20,9.17,few clouds,0,0
271,Guerrero Negro,MX,1/4/2020 21:22,27.97,-114.04,71.6,23,0,3,clear sky,0,0
272,Copiapo,CL,1/4/2020 21:22,-27.37,-70.33,69.8,60,40,14.99,scattered clouds,0,0
273,Kahului,US,1/4/2020 21:22,20.89,-156.47,77,88,90,17.22,heavy intensity rain,0,0
274,Valparaiso,US,1/4/2020 21:20,41.47,-87.06,33.8,75,90,10.29,light rain,0,0
275,Xunchang,CN,1/4/2020 21:22,28.45,104.71,47.05,74,74,0.78,broken clouds,0,0
276,Jalu,LY,1/4/2020 21:22,29.03,21.55,50.45,73,0,8.95,clear sky,0,0
277,Kieta,PG,1/4/2020 21:22,-6.22,155.63,82.63,72,7,3.83,clear sky,0,0
278,Synya,RU,1/4/2020 21:22,65.37,58.04,24.78,81,30,13.4,scattered clouds,0,0
279,Mahon,IE,1/4/2020 21:22,51.89,-8.4,46.99,93,75,12.75,light intensity drizzle,0,0
280,Huilong,CN,1/4/2020 21:22,31.15,106.5,47.28,84,100,3.42,overcast clouds,0,0
281,Khon Buri,TH,1/4/2020 21:22,14.52,102.25,73.99,47,5,3.6,clear sky,0,0
282,Port Hedland,AU,1/4/2020 21:22,-20.31,118.58,80.6,61,100,14.99,overcast clouds,0,0
283,Saint George,GR,1/4/2020 21:22,39.45,22.34,43,69,100,3.36,overcast clouds,0,0
284,Sao Felix Do Xingu,BR,1/4/2020 21:22,-6.64,-51.99,79.79,82,86,2.66,overcast clouds,0,0
285,Houma,CN,1/4/2020 21:22,35.63,111.36,32.38,99,100,2.71,snow,0,0
286,Kodiak,US,1/4/2020 21:22,39.95,-94.76,45,33,1,8.05,clear sky,0,0
287,Aguimes,ES,1/4/2020 21:22,27.91,-15.45,64.4,63,20,10.29,few clouds,0,0
288,Letka,BA,1/4/2020 21:22,43.74,17.27,35.6,69,100,4.7,overcast clouds,0,0
289,Naze,NG,1/4/2020 21:22,5.43,7.07,77,53,100,3.36,smoke,0,0
290,Muros,ES,1/4/2020 21:22,42.77,-9.06,51.01,100,0,6.93,clear sky,0,0
291,Miragoane,HT,1/4/2020 21:22,18.44,-73.09,80.98,65,0,3,clear sky,0,0
292,Pangnirtung,CA,1/4/2020 21:22,66.15,-65.72,1.4,77,75,12.75,light snow,0,0
293,Provideniya,RU,1/4/2020 21:22,64.42,-173.23,-12.82,78,60,10.63,broken clouds,0,0
294,Njombe,TZ,1/4/2020 21:22,-9.34,34.77,59.79,98,100,3.04,overcast clouds,0,0
295,Khani,GE,1/4/2020 21:22,41.96,42.96,35.6,70,56,4.7,broken clouds,0,0
296,Nainpur,IN,1/4/2020 21:22,22.43,80.11,54.05,72,0,8.01,clear sky,0,0
297,Teguldet,RU,1/4/2020 21:22,57.31,88.17,17.92,91,100,12.03,light snow,0,0
298,Teguise,ES,1/4/2020 21:22,29.06,-13.56,62.6,67,20,8.05,few clouds,0,0
299,Dolores,UY,1/4/2020 21:22,-33.53,-58.22,82.99,46,0,5.99,clear sky,0,0
300,Kuala Terengganu,MY,1/4/2020 21:22,5.33,103.14,80.6,83,40,6.93,scattered clouds,0,0
301,Namibe,AO,1/4/2020 21:22,-15.19,12.15,75.63,89,99,10.27,overcast clouds,0,0
302,Saldanha,PT,1/4/2020 21:22,41.42,-6.55,38.01,86,0,4.61,clear sky,0,0
303,Avondale,CA,1/4/2020 21:22,47.42,-53.19,34,98,90,12.75,light shower snow,0,0
304,Tessalit,ML,1/4/2020 21:22,20.2,1.01,55.83,26,44,10.63,scattered clouds,0,0
305,Soe,EE,1/4/2020 21:22,57.91,26.05,36,86,66,12.75,broken clouds,0,0
306,Sabya,SA,1/4/2020 21:22,17.15,42.62,82.4,69,75,3.36,broken clouds,0,0
307,Kantang,TH,1/4/2020 21:22,7.42,99.52,70.57,97,37,2.68,scattered clouds,0,0
308,General Roca,AR,1/4/2020 21:22,-39.03,-67.58,93.2,16,20,8.05,few clouds,0,0
309,Ambon,FR,1/4/2020 21:22,47.55,-2.56,39.99,100,13,3.36,few clouds,0,0
310,Rocha,UY,1/4/2020 21:21,-34.48,-54.34,76.86,52,0,14.92,clear sky,0,0
311,Karlstad,SE,1/4/2020 21:22,59.38,13.5,32,53,0,8.05,clear sky,0,0
312,Dubti,ET,1/4/2020 21:22,11.74,41.09,75.83,59,0,5.12,clear sky,0,0
313,Cambrils,ES,1/4/2020 21:22,41.07,1.07,53.01,100,6,2.24,clear sky,0,0
314,Kamenka,MD,1/4/2020 21:22,48.03,28.7,34,89,94,9.42,overcast clouds,0,0
315,Najran,SA,1/4/2020 21:22,17.54,44.22,75.2,25,75,4.68,broken clouds,0,0
316,Inverell,AU,1/4/2020 21:22,-29.78,151.11,79,42,0,1.99,clear sky,0,0
317,Am Timan,TD,1/4/2020 21:22,11.04,20.28,70.66,25,0,5.86,clear sky,0,0
318,Baley,RU,1/4/2020 21:22,51.58,116.65,2.8,85,54,3.09,broken clouds,0,0
319,Constitucion,MX,1/4/2020 21:22,23.99,-104.67,57.2,19,5,5.55,clear sky,0,0
320,Luwuk,ID,1/4/2020 21:22,-0.95,122.79,81.61,79,100,13.47,moderate rain,4.5,0
321,Springs,ZA,1/4/2020 21:22,-26.24,28.43,64.4,77,75,16.11,thunderstorm with light rain,0,0
322,Ilinskiy,RU,1/4/2020 21:22,55.62,38.12,32,79,75,6.71,broken clouds,0,0
323,Talnakh,RU,1/4/2020 21:22,69.49,88.39,-2.2,84,100,15.66,overcast clouds,0,0
324,Malmo,US,1/4/2020 21:22,46.33,-93.52,30.2,79,90,6.93,overcast clouds,0,0
325,Soyo,AO,1/4/2020 21:22,-6.13,12.37,77.9,89,100,4.43,light rain,0.25,0
326,Dunedin,NZ,1/4/2020 21:22,-45.87,170.5,52,87,100,13,light rain,0.38,0
327,Itoman,JP,1/4/2020 21:22,26.12,127.67,64.4,72,40,6.93,scattered clouds,0,0
328,Meulaboh,ID,1/4/2020 21:22,4.14,96.13,81.25,78,19,7.4,light rain,2.31,0
329,Vilcun,CL,1/4/2020 21:22,-38.65,-72.23,77,46,0,16.11,clear sky,0,0
330,Wewak,PG,1/4/2020 21:22,-3.55,143.63,75.49,94,100,7.74,moderate rain,11.13,0
331,Bergen,NO,1/4/2020 21:22,60.39,5.33,37,90,75,11.41,broken clouds,0,0
332,Cabra,ES,1/4/2020 21:22,37.47,-4.43,44.6,87,6,3.36,clear sky,0,0
333,La Ronge,CA,1/4/2020 21:21,55.1,-105.3,17.6,85,90,11.41,light snow,0,0
334,Bridlington,GB,1/4/2020 21:22,54.08,-0.19,46.4,87,91,6.93,overcast clouds,0,0
335,Sitka,US,1/4/2020 21:22,37.17,-99.65,59,37,0,5.99,clear sky,0,0
336,Yatou,CM,1/4/2020 21:22,3.63,9.81,82.4,83,20,2.55,few clouds,0,0
337,Glendive,US,1/4/2020 21:22,47.11,-104.71,48.2,45,1,12.75,clear sky,0,0
338,Grenfell,AU,1/4/2020 21:22,-33.9,148.16,79.02,36,0,9.98,clear sky,0,0
339,Zyryanka,RU,1/4/2020 21:22,65.73,150.89,4.3,72,15,17.83,few clouds,0,0
340,Ushirombo,TZ,1/4/2020 21:22,-3.47,31.9,65.62,92,39,1.32,light rain,1.5,0
341,Sioux Lookout,CA,1/4/2020 21:22,50.1,-91.92,23,73,90,4.7,overcast clouds,0,0
342,Katangli,RU,1/4/2020 21:22,51.71,143.23,1.72,86,100,12.15,light snow,0,0
343,Moose Factory,CA,1/4/2020 21:22,51.26,-80.61,6.8,84,90,2.24,light snow,0,0
344,Wanlaweyn,SO,1/4/2020 21:22,2.62,44.89,76.57,82,2,6.26,clear sky,0,0
345,Cockburn Town,TC,1/4/2020 21:22,21.46,-71.14,82.4,69,40,16.11,scattered clouds,0,0
346,Rincon,PA,1/4/2020 21:22,8.46,-82.28,87.8,66,20,10.29,few clouds,0,0
347,Selfoss,IS,1/4/2020 21:22,63.94,-21,39.2,84,75,13.87,shower rain,0,0
348,Kutum,SD,1/4/2020 21:22,14.2,24.66,54.39,27,0,5.01,clear sky,0,0
349,Setermoen,NO,1/4/2020 21:22,68.86,18.35,23,85,100,24.16,light snow,0,0
350,Chulumani,BO,1/4/2020 21:22,-16.41,-67.53,63.14,91,92,4.25,light rain,2.69,0
351,Souillac,FR,1/4/2020 21:22,45.6,-0.6,41,86,0,4.7,clear sky,0,0
352,Porto Novo,BR,1/4/2020 21:22,-23.68,-45.44,68,94,75,3.36,broken clouds,0,0
353,Zavyalovo,RU,1/4/2020 21:22,54.51,82.45,26.6,79,90,17.9,overcast clouds,0,0
354,Oranjemund,ZA,1/4/2020 21:22,-28.55,16.43,60.48,97,12,6.31,few clouds,0,0
355,Thunder Bay,CA,1/4/2020 21:22,48.41,-89.26,27,79,90,8.05,light snow,0,0
356,Novopskov,UA,1/4/2020 21:22,49.54,39.1,36.61,85,100,9.55,overcast clouds,0,0
357,Santa Vitoria Do Palmar,BR,1/4/2020 21:22,-33.52,-53.37,74.25,64,13,12.35,few clouds,0,0
358,Svetlogorsk,RU,1/4/2020 21:22,53.14,59.15,23,79,40,22.37,scattered clouds,0,0
359,Timmins,CA,1/4/2020 21:22,48.48,-81.33,17.6,78,90,4.7,light snow,0,0
360,Cerrito,CO,1/4/2020 21:22,6.84,-72.7,77,73,40,6.93,scattered clouds,0,0
361,Angoche,MZ,1/4/2020 21:22,-16.23,39.91,74.46,96,100,4.97,moderate rain,3.94,0
362,Lydenburg,ZA,1/4/2020 21:22,-25.1,30.46,73.99,89,1,1.99,light rain,0.31,0
363,Pucallpa,PE,1/4/2020 21:22,-8.38,-74.54,93.94,42,100,3.98,overcast clouds,0,0
364,Nhulunbuy,AU,1/4/2020 21:22,-12.18,136.78,80.6,78,100,3.36,overcast clouds,0,0
365,Paamiut,GL,1/4/2020 21:22,61.99,-49.67,26.4,72,100,12.12,overcast clouds,0,0
366,Cabo San Lucas,MX,1/4/2020 21:20,22.89,-109.91,79,60,5,5.82,clear sky,0,0
367,Hay River,CA,1/4/2020 21:22,60.82,-115.79,10.4,85,90,5.82,light snow,0,0
368,Atar,MR,1/4/2020 21:22,20.52,-13.05,59.94,20,0,12.28,clear sky,0,0
369,Russell,US,1/4/2020 21:22,38.9,-98.86,53.01,47,1,17.22,clear sky,0,0
370,Sawakin,SD,1/4/2020 21:22,19.1,37.33,72.79,77,100,19.75,light rain,0.31,0
371,Makaryev,RU,1/4/2020 21:22,57.88,43.81,28.56,96,100,8.39,light snow,0,0
372,Escanaba,US,1/4/2020 21:22,45.75,-87.06,28.99,74,90,6.93,light snow,0,0
373,Talcahuano,CL,1/4/2020 21:22,-36.72,-73.12,73.4,40,0,25.28,smoke,0,0
374,Orodara,BF,1/4/2020 21:22,10.98,-4.92,69.8,37,40,6.93,dust,0,0
375,Ulladulla,AU,1/4/2020 21:22,-35.36,150.48,66.99,77,90,9.17,overcast clouds,0,0
376,Grand-Lahou,CI,1/4/2020 21:22,5.24,-5,82.35,54,0,10.74,clear sky,0,0
377,Kloulklubed,PW,1/4/2020 21:22,7.04,134.26,78.8,83,75,8.05,broken clouds,0,0
378,Olavarria,AR,1/4/2020 21:22,-36.89,-60.32,84.99,43,12,1.99,few clouds,0,0
379,Huarmey,PE,1/4/2020 21:22,-10.07,-78.15,78.62,55,92,7.85,overcast clouds,0,0
380,Guarapari,BR,1/4/2020 21:22,-20.67,-40.5,79,94,75,11.41,broken clouds,0,0
381,Suntar,RU,1/4/2020 21:22,62.16,117.65,-4.02,99,97,1.74,light snow,0,0
382,Manaure,CO,1/4/2020 21:22,11.78,-72.45,93.2,38,7,11.41,clear sky,0,0
383,Port Blair,IN,1/4/2020 21:22,11.67,92.75,81.05,74,98,9.51,overcast clouds,0,0
384,Alytus,LT,1/4/2020 21:22,54.4,24.05,32,88,90,5.82,overcast clouds,0,0
385,Yeniseysk,RU,1/4/2020 21:22,58.45,92.17,12.92,91,100,8.12,overcast clouds,0,0
386,Samoded,RU,1/4/2020 21:22,63.61,40.52,24.84,94,61,5.3,broken clouds,0,0
387,Takoradi,GH,1/4/2020 21:22,4.89,-1.75,80.17,60,0,10.2,clear sky,0,0
388,Jacareacanga,BR,1/4/2020 21:22,-6.22,-57.76,82.53,68,64,2.44,broken clouds,0,0
389,Puerto Escondido,MX,1/4/2020 21:22,15.86,-97.07,86,74,40,5.82,scattered clouds,0,0
390,Yar-Sale,RU,1/4/2020 21:22,66.83,70.83,28.74,95,100,15.77,light snow,0,0
391,Empangeni,ZA,1/4/2020 21:22,-28.75,31.9,79.07,78,95,25.43,overcast clouds,0,0
392,Port Augusta,AU,1/4/2020 21:22,-32.49,137.76,55.99,75,100,1.01,overcast clouds,0,0
393,Beaverlodge,CA,1/4/2020 21:22,55.21,-119.43,21.2,73,75,21.92,broken clouds,0,0
394,Sundargarh,IN,1/4/2020 21:22,22.12,84.04,63.28,74,88,7.31,overcast clouds,0,0
395,Bandarbeyla,SO,1/4/2020 21:22,9.49,50.81,77.4,80,57,14.81,broken clouds,0,0
396,Maldonado,UY,1/4/2020 21:22,-34.91,-54.96,77,57,20,13.87,few clouds,0,0
397,Malinovoye Ozero,RU,1/4/2020 21:22,51.68,79.77,18.82,88,95,10.36,overcast clouds,0,0
398,Tagudin,PH,1/4/2020 21:22,16.93,120.44,67.95,77,60,2.57,broken clouds,0,0
399,Uaua,BR,1/4/2020 21:22,-9.84,-39.48,73.71,82,100,4.12,moderate rain,5.38,0
400,Ginda,IN,1/4/2020 21:22,30.69,78.49,31.91,82,0,4.16,clear sky,0,0
401,Canberra,AU,1/4/2020 21:18,-35.3,149.1,66.99,55,90,10.29,light rain,0,0
402,Nouadhibou,MR,1/4/2020 21:22,20.93,-17.03,64.4,55,0,9.17,sand,0,0
403,Mapastepec,MX,1/4/2020 21:22,15.44,-92.9,88.7,42,74,6.44,broken clouds,0,0
404,Manadhoo,MV,1/4/2020 21:22,5.77,73.38,81.93,80,58,8.97,broken clouds,0,0
405,Segou,SN,1/4/2020 21:22,12.41,-12.29,75.2,31,44,6.93,haze,0,0
406,Aketi,CD,1/4/2020 21:22,2.74,23.78,72.63,55,100,2.8,overcast clouds,0,0
407,Clyde River,CA,1/4/2020 21:22,70.47,-68.59,-25.6,67,75,13.87,mist,0,0
408,Nieves,MX,1/4/2020 21:22,24,-103.02,53.65,21,0,1.81,clear sky,0,0
409,Moranbah,AU,1/4/2020 21:22,-22,148.04,71.76,81,100,10.69,overcast clouds,0,0
410,Novopokrovka,UA,1/4/2020 21:23,49.84,36.56,32,93,75,6.71,light shower snow,0,0
411,Tekeli,KZ,1/4/2020 21:23,44.86,78.76,13.62,67,63,6.49,broken clouds,0,0
412,Sayyan,YE,1/4/2020 21:23,15.17,44.32,56.14,52,0,3,clear sky,0,0
413,Ouadda,CF,1/4/2020 21:23,8.07,22.4,67.51,31,3,4.5,clear sky,0,0
414,Carballo,ES,1/4/2020 21:23,43.21,-8.69,46,100,0,4.7,clear sky,0,0
415,Auburn,US,1/4/2020 21:22,44.1,-70.23,39,74,90,4.7,light rain,0,0
416,Cayenne,GF,1/4/2020 21:23,4.94,-52.33,82.4,74,75,6.93,broken clouds,0,0
417,Pathein,MM,1/4/2020 21:19,16.78,94.73,73.98,75,0,3.31,clear sky,0,0
418,Quijingue,BR,1/4/2020 21:23,-10.75,-39.21,84.27,49,100,5.5,overcast clouds,0,0
419,Puerto Varas,CL,1/4/2020 21:23,-41.32,-72.98,62.6,59,75,11.41,broken clouds,0,0
420,Puteyets,RU,1/4/2020 21:23,65.17,57.09,24.93,80,15,13.91,few clouds,0,0
421,Sabinas,MX,1/4/2020 21:23,27.85,-101.13,65.35,25,0,4.68,clear sky,0,0
422,Lazaro Cardenas,MX,1/4/2020 21:23,28.39,-105.62,57.2,30,5,9.17,clear sky,0,0
423,Rafai,CF,1/4/2020 21:23,4.95,23.92,73.89,33,100,3.8,overcast clouds,0,0
424,Makakilo City,US,1/4/2020 21:21,21.35,-158.09,79,83,75,9.17,light rain,0,0
425,Basco,US,1/4/2020 21:23,40.33,-91.2,37.99,74,75,12.75,broken clouds,0,0
426,Ponta Delgada,PT,1/4/2020 21:23,37.73,-25.67,62.6,88,20,9.17,few clouds,0,0
427,San Patricio,PY,1/4/2020 21:23,-26.98,-56.83,90.84,31,0,3.33,clear sky,0,0
428,Sabang,PH,1/4/2020 21:23,13.8,121.11,79,80,36,10,scattered clouds,0,0
429,Yaan,NG,1/4/2020 21:23,7.38,8.57,75.11,23,30,6.02,scattered clouds,0,0
430,Namie,JP,1/4/2020 21:23,37.52,140.86,32,71,20,1.12,few clouds,0,0
431,Zhezkazgan,KZ,1/4/2020 21:23,47.8,67.71,22.35,96,94,8.63,light snow,0,0
432,Guadalupe Victoria,MX,1/4/2020 21:23,21.68,-105.33,73.4,64,75,14.99,broken clouds,0,0
433,Kwakoa,TZ,1/4/2020 21:23,-3.77,37.72,73.67,72,46,6.93,scattered clouds,0,0
434,Lompoc,US,1/4/2020 21:23,34.64,-120.46,64.99,48,1,12.03,clear sky,0,0
435,Jaguarao,BR,1/4/2020 21:23,-32.57,-53.38,72,74,36,14.79,light rain,0.13,0
436,Oxford,US,1/4/2020 21:23,33.61,-85.83,54,40,75,21.92,broken clouds,0,0
437,Buin,CL,1/4/2020 21:23,-33.73,-70.74,89.6,30,0,9.17,clear sky,0,0
438,Myitkyina,MM,1/4/2020 21:23,25.38,97.4,56.37,98,86,3.02,light rain,1.19,0
439,Grindavik,IS,1/4/2020 21:18,63.84,-22.43,39.2,86,75,26.4,light shower snow,0,0
440,Sarana,RU,1/4/2020 21:23,56.48,57.73,26.82,91,100,12.48,light snow,0,0
441,Hervey Bay,AU,1/4/2020 21:23,-25.3,152.85,75.2,69,7,8.05,clear sky,0,0
442,Chillicothe,US,1/4/2020 21:23,39.33,-82.98,37.4,86,90,8.05,light rain,0,0
443,Teknaf,BD,1/4/2020 21:23,20.86,92.31,63.99,98,56,2.3,light rain,0.25,0
444,Hailey,US,1/4/2020 21:23,43.52,-114.32,37.4,69,40,11.41,scattered clouds,0,0
445,Vila Velha,BR,1/4/2020 21:23,-3.71,-38.6,86,69,20,8.05,few clouds,0,0
446,Oksfjord,NO,1/4/2020 21:23,70.24,22.35,26.6,92,75,12.75,light shower snow,0,0
447,Mana,NG,1/4/2020 21:23,13.03,5.27,65.17,23,0,11.9,clear sky,0,0
448,Vallenar,CL,1/4/2020 21:23,-28.58,-70.76,70.9,54,0,10.54,clear sky,0,0
449,Nzega,TZ,1/4/2020 21:23,-4.22,33.19,68.74,76,100,1.9,overcast clouds,0,0
450,Medea,DZ,1/4/2020 21:23,36.27,2.77,48.2,87,40,1.12,scattered clouds,0,0
451,Prince Rupert,CA,1/4/2020 21:21,54.32,-130.32,37.4,86,75,13.87,light rain,0,0
452,Arlit,NE,1/4/2020 21:20,18.74,7.39,59.49,24,0,18.97,clear sky,0,0
453,Cap Malheureux,MU,1/4/2020 21:23,-19.98,57.61,78.01,94,75,12.03,light intensity shower rain,0,0
454,Freeport,BS,1/4/2020 21:21,26.54,-78.7,80.6,83,75,17.22,broken clouds,0,0
455,Kenora,CA,1/4/2020 21:23,49.76,-94.48,26.6,85,90,5.82,overcast clouds,0,0
456,Salamiyah,SY,1/4/2020 21:23,35.01,37.05,45.7,88,36,10.29,scattered clouds,0,0
457,Tahlequah,US,1/4/2020 21:23,35.92,-94.97,50,27,1,4.7,clear sky,0,0
458,Arroyo,BO,1/4/2020 21:23,-11.08,-66.08,82.4,78,75,5.14,broken clouds,0,0
459,Hofn,IS,1/4/2020 21:23,64.25,-15.21,45.07,74,67,37.24,broken clouds,0,0
460,Santa Lucia,IT,1/4/2020 21:23,41.98,12.66,48.99,87,40,2.24,scattered clouds,0,0
461,Moscow,RU,1/4/2020 21:20,55.75,37.62,32,76,75,8.95,broken clouds,0,0
462,Ongandjera,NA,1/4/2020 21:21,-17.88,15.07,69.71,78,100,17.85,moderate rain,5.44,0
463,Chara,GR,1/4/2020 21:23,39.42,22.43,43,69,100,3.36,overcast clouds,0,0
464,Dubbo,AU,1/4/2020 21:23,-32.25,148.6,93.2,21,0,11.41,clear sky,0,0
465,Tagusao,PH,1/4/2020 21:23,9.19,117.81,73.83,90,81,6.26,broken clouds,0,0
466,Bodaybo,RU,1/4/2020 21:23,57.85,114.2,11.8,95,95,3.42,light snow,0,0
467,Araure,VE,1/4/2020 21:23,9.59,-69.23,87.8,40,40,4.7,scattered clouds,0,0
468,Hambantota,LK,1/4/2020 21:23,6.12,81.12,79.03,84,7,16.51,clear sky,0,0
469,Beipiao,CN,1/4/2020 21:23,41.8,120.76,14.04,76,0,2.26,clear sky,0,0
470,Luderitz,NA,1/4/2020 21:19,-26.65,15.16,62.53,87,0,25.5,clear sky,0,0
471,Hamilton,CA,1/4/2020 21:20,43.26,-79.87,37.99,80,90,5.82,light snow,0,0
472,Mount Isa,AU,1/4/2020 21:23,-20.73,139.49,80.6,65,98,5.82,overcast clouds,0,0
473,Polunochnoye,RU,1/4/2020 21:23,60.87,60.43,29.68,88,100,7.16,overcast clouds,0,0
474,Fernley,US,1/4/2020 21:23,39.61,-119.25,57.2,20,40,10.29,scattered clouds,0,0
475,Ayagoz,KZ,1/4/2020 21:23,47.96,80.43,10.09,98,95,2.1,overcast clouds,0,0
476,Ostrovnoy,RU,1/4/2020 21:23,68.05,39.51,24.31,86,100,25.72,light snow,0,0
477,Livingstonia,MW,1/4/2020 21:21,-10.61,34.11,60.58,89,100,2.55,overcast clouds,0,0
478,Orocue,CO,1/4/2020 21:23,4.79,-71.34,90.82,38,58,12.3,broken clouds,0,0
479,Ushumun,RU,1/4/2020 21:23,52.78,126.54,-14.69,96,10,1.92,clear sky,0,0
480,Puerto Colombia,CO,1/4/2020 21:23,10.99,-74.96,86,66,41,12.75,scattered clouds,0,0
481,Kudahuvadhoo,MV,1/4/2020 21:23,2.67,72.89,82.18,78,1,8.08,clear sky,0,0
482,Bubaque,GW,1/4/2020 21:23,11.28,-15.83,78.42,62,0,9.93,clear sky,0,0
483,Khor,RU,1/4/2020 21:23,47.88,134.96,-10.12,99,79,5.82,broken clouds,0,0
484,Gabu,CN,1/4/2020 21:23,34.78,103,21.81,90,100,2.57,light snow,0,0
485,Taiyuan,CN,1/4/2020 21:23,37.86,112.56,33.8,47,100,13.42,overcast clouds,0,0
486,Ejea De Los Caballeros,ES,1/4/2020 21:23,42.13,-1.14,46.4,70,0,16.11,clear sky,0,0
487,Kupang,ID,1/4/2020 21:23,-10.16,123.6,80.6,83,75,11.41,broken clouds,0,0
488,Sulangan,PH,1/4/2020 21:23,11.14,123.72,80.06,77,21,13.53,few clouds,0,0
489,Hun,BE,1/4/2020 21:23,50.34,4.87,43,86,75,6.93,broken clouds,0,0
490,Lagunas,PE,1/4/2020 21:23,-5.23,-75.68,90.95,49,39,4.97,scattered clouds,0,0
491,Pogaceaua,RO,1/4/2020 21:23,46.68,24.3,30.2,92,75,1.12,mist,0,0
492,Aswan,EG,1/4/2020 21:23,24.09,32.9,50,46,0,8.05,clear sky,0,0
493,Havoysund,NO,1/4/2020 21:23,71,24.66,24.8,85,100,35.57,light snow,0,0
494,Wakkanai,JP,1/4/2020 21:23,45.41,141.67,26.51,58,100,17.49,overcast clouds,0,0
495,Torbay,CA,1/4/2020 21:23,47.66,-52.73,34,98,90,12.75,light rain,0,0
496,Diego De Almagro,CL,1/4/2020 21:23,-26.39,-70.05,78.64,21,0,12.88,clear sky,0,0
497,Husavik,CA,1/4/2020 21:23,50.56,-96.99,26.01,93,100,7,overcast clouds,0,0
498,Novyy Urengoy,RU,1/4/2020 21:23,66.08,76.63,17.92,94,100,18.23,light snow,0,0
499,Lewistown,US,1/4/2020 21:23,40.39,-90.15,33.8,80,90,13.87,overcast clouds,0,0
500,Lara,PE,1/4/2020 21:18,-16.45,-71.53,59,77,75,8.05,broken clouds,0,0
501,Tautira,PF,1/4/2020 21:22,-17.73,-149.15,86,70,40,11.41,scattered clouds,0,0
502,Grafton,AU,1/4/2020 21:23,-29.69,152.93,73.99,88,0,4.7,clear sky,0,0
503,Ostersund,SE,1/4/2020 21:23,63.18,14.64,28.99,79,18,16.11,few clouds,0,0
504,Ziro,IN,1/4/2020 21:23,27.54,93.82,41.52,95,37,1.16,light rain,0.13,0
505,Riom,FR,1/4/2020 21:23,45.89,3.11,36,86,10,2.24,clear sky,0,0
506,Telafas,PH,1/4/2020 21:23,6.64,124.97,65.26,92,0,3.6,clear sky,0,0
507,Ust-Koksa,RU,1/4/2020 21:23,50.27,85.62,8.78,82,94,5.41,overcast clouds,0,0
508,Yeppoon,AU,1/4/2020 21:23,-23.13,150.74,75.2,64,90,8.05,overcast clouds,0,0
509,Tarancon,ES,1/4/2020 21:23,40.01,-3.01,44.01,86,5,8.05,clear sky,0,0
510,Port Lincoln,AU,1/4/2020 21:23,-34.72,135.86,58.98,78,100,17.2,light rain,0.63,0
511,Borogontsy,RU,1/4/2020 21:23,62.67,131.17,-17.9,97,100,4.83,overcast clouds,0,0
512,Lemon Tree Passage,AU,1/4/2020 21:23,-32.73,152.04,73.4,60,90,17.22,overcast clouds,0,0
513,Vardo,US,1/4/2020 21:23,39.62,-77.74,52,61,90,11.41,light rain,0,0
514,Fort Dodge,US,1/4/2020 21:23,42.5,-94.17,32,86,75,12.75,broken clouds,0,0
